,solve_time,day_of_week,author,clues
2016-11-15,<module 'time' (built-in)>,Tuesday,DAVID J. KAHN,"['""My Kind of ___ (Chicago Is)""', 'Went 90, say', 'The former Mrs. McCartney', 'What you may think of', 'Concern for beachcombers', 'Tinker to ___ to Chance (Cubs double play combo)', 'Curse of the Billy ___, Cubs ""jinx"" that ended in 2016', 'Western tribe', 'Things proofreaders look for', 'Hall-of-Famer known as Mr. Cub', 'Racer Yarborough', 'Balls', 'Blog annoyances', 'Backbone-related', 'The year 254', 'Opposite of baja', 'Its inaugural flight was from Geneva to Tel Aviv', 'Kind of blitz', '2016 award for each Cub', 'Shag or bob', 'English lockup', 'Barely beat', ""Judy Jetson's kid brother"", 'Moves like a whirlpool', 'Entertain grandly', 'Trash-toting transport', 'Sleep like ___', 'Wrigley Field events since only 1988', 'Finish pitching in a lopsided game', 'Uncouth one', 'Newswoman Logan', 'Capital in a Cole Porter song', 'Certain tax-free investment, for short', 'Home to French silk makers', 'Bar drink taken in one gulp', 'What many writers write on', 'Cubs slugger with 609 home runs', ""Buster Brown's canine sidekick"", 'Something whiffed', 'Withdraw gradually', 'Cub, e.g.', 'Targets of close shaves?', 'Some wrap holders', 'First place', 'What many writers write on', 'Allow to', 'Unique feature of Wrigley Field', 'Country whose capital is more than 4,500 feet above sea level', 'Like some humor', 'Burros', 'Stat for Jon Lester', ""Cubs' divisional rivals: Abbr."", ""Hoopsters' hoops"", 'Familiar sayings', 'Secret plan', 'Modest reply to a compliment', 'Hall-of-Fame sportscaster Harry who regularly led the Wrigley Field crowd in singing ""Take Me Out to the Ball Game""', 'Oscar : films :: ___ : ads', 'Toy block brand', '""What ___ tell you?""', '""Picnic"" playwright', 'Matures', 'PC brand', 'Thrilling', 'Kylo ___, Adam Driver\'s role in ""Star Wars""', 'Ballpark frank', 'Stadium walkways', 'Internet finance firm', 'Decide to play for pay', 'Glimmered', 'Some early PCs', 'Ascend', 'Chicken salad ingredient', 'Boy with a bow and arrow', 'Mideast capital supposedly founded by a son of Noah', 'Favorite']"
2016-11-16,<module 'time' (built-in)>,Wednesday,JIM PEREDO,"['Like a virgin', '""Apocalypse Now"" setting, familiarly', '___ fides (credentials)', 'Bees collect it', 'Altar vow', 'Olympian war god', 'Easily bruised fruit', '""This weighs a ___!""', ""Jacob's first wife"", 'Bob Cratchit\'s job in ""A Christmas Carol""', 'City called the ""Silicon Valley of India""', 'Like yellow 17-Acrosses', 'College in New Rochelle, N.Y.', 'Org. with a ""100 Years ... 100 Movies"" list', 'Ask ""Can I?"" repeatedly, say', 'Musher puller', 'Little Italian girls', 'Actress Davis of ""Beetlejuice""', 'Bad to the bone', 'Hang-ups', 'Chows down', ""Ball's partner"", 'Post-lunch pick-me-up', 'British soldier in the Revolution', 'Computer cooler', 'Mini-albums, informally', 'Hawaiian coffee region', 'Basics', 'Hendrix famously used one in his Woodstock rendition of ""The Star-Spangled Banner""', 'Record of the year', 'Granny', 'Like most knock-knock jokes', 'Cool, in the 1960s', 'Hamburger holders', 'When doubled, a 2010s dance', 'Duke Ellington\'s ""Take the ___""', 'Pub orders', 'Tee preceder', ""1960s TV icon whose name follows a pair of letters found, appropriately, 16 times in this puzzle's Across answers"", 'News network with a stock ticker', 'Get better', ""Teen's affliction"", 'Bart or Ringo', 'Modest two-piece bathing suit', 'Time in history', 'Silent screen actress Naldi', 'Dreamboat', 'Genghis Khan, e.g.', 'Singer of love songs', 'Cookie that started as a Hydrox knockoff', 'Close', 'Tennis player who posthumously received a Presidential Medal of Freedom', 'Kicked off', 'Rare blood type, for short', 'Gives a bad review', 'Build-___ Workshop (toy retailer)', 'QB Brett', '""Why should ___?"" (""No, it doesn\'t bother me"")', 'Early American diplomat Silas', 'Available from a keg', 'Crowd reactions to a daredevil', '2015 Whitey Bulger biopic', 'Maple syrup, essentially', 'Achieve great success', 'Mop, as a deck', 'Quickly pan (in)', ""Microsoft's defunct digital encyclopedia"", ""Question repeatedly posed by Ferris Bueller's teacher"", 'Indian drums similar to bongos', 'Embarrassing laugh accompanier', 'Org. for the New York Liberty', 'Lug', 'Diarist Frank', 'Citrus drinks', 'Chomsky who wrote ""Syntactic Structures""', 'Big name in sports shoes', 'Country singer Loretta', 'Gift of ___']"
2016-11-17,<module 'time' (built-in)>,Thursday,JOE KROZEL and TIMOTHY POLIN,"['Mitch who wrote the best seller ""The Five People You Meet in Heaven""', 'Careful way to think', 'Tree frog with a distinctive call', 'Go after, as a fly', 'Krypton, for one', 'Extras in many apocalyptic movies', 'Common scam', 'Criminals', ""Company's marketing group"", 'Nice ideas come from them', 'Leave in a bad way', 'Class for a one-L', 'Big name in chain saws', 'Harold who directed ""Groundhog Day""', 'King of the 18th dynasty', 'Dawdler', ""Bishop's title in the Coptic Church"", '""The only sensual pleasure without vice,"" per Samuel Johnson', 'Latina title: Abbr.', 'Camera variety, briefly', 'In pen?', 'Reactions of wonderment', 'They come with strings attached', 'Cry', 'One of the eggs used in this 1986 film is now exhibited at the Smithsonian', '""Popeye"" villain who sailed the Black Barnacle', 'Fed up with', 'Whirlpool subsidiary', 'Comment to a brother or sister', '[See Note]', 'Black birds', 'Longtime home of the Tappet Brothers', 'When repeated, testing of a mic', 'Passover mo., often', 'Get off the ground?', 'Color akin to turquoise', 'Work not of the buffa style', 'Power plant quantity', 'They beat as one, in a U2 song', 'Hookups for hydrants', 'Things', 'Give a rip', 'French connections', ""Doesn't stick to the topic"", 'Eyes, shoulders and knees have them', 'Father figures', 'Exams with a max. score of 180', 'Académie ___ Beaux-Arts', 'Video game featuring an archaeologist heroine', 'Insect with multi-queen colonies', 'Piece of living room décor', 'Eurozone member beginning in 2015', 'Dreaded guy?', 'Big jerks?', 'Walk all over', 'Having everything in its place', 'Done in desperation', 'Hot rod wheels', 'Prompts', 'Jargon', 'Sentence shortener, at times', 'Hit on the head', 'High priest?']"
2016-11-18,<module 'time' (built-in)>,Friday,PETER WENTZ,"[""Go over again, as one's writing?"", ""Site of Dostoyevsky's exile"", '2002 Hugh Grant dramedy', 'Beat soundly', 'He played the antagonist to Leonardo DiCaprio in ""Titanic""', 'Noted 1983 graduate of Columbia', 'Blend', 'Trash collector', 'Close relative of elephant garlic', 'The ""m"" in the equation y = mx + b', 'Trending', 'Letters in front of many a state name', 'Crash and burn', 'Things commonly advertised along interstates', 'Material for a seasonal house', 'Cruel', '13 things?', 'Rapper/actor in several ""Fast & Furious"" movies', 'Aristotle called him the inventor of the dialectic', 'Put down on canvas?', 'British rule in India', 'Incline', 'Senator Ernst', 'Pretty soon, say', 'A lot', 'Ball game', 'Half a round', 'Invite at the door', 'Rink site', 'Take away', ""Anchors' locales"", ""Ricky Ricardo's signature song"", 'Stands', 'Radio\'s ""The Alan ___ Show""', ""Russian men's figure skater who won a gold medal at Nagano"", 'Something crossed in ""The Divine Comedy""', 'Category for un Premio Nobel', 'Court inits.', ""One of Augusta National's first two female members"", 'Consider in a lascivious way', 'Royal balls', 'Clod', 'When repeated, routine', 'Some big boxes', 'One involved with tickets and bookings', 'Tissue part', 'City in which ""Anchorman: The Legend of Ron Burgundy"" takes place', 'Hardly serious', 'Some festival attractions', 'Roundup alternative', 'Souvenir shop stock', 'Senator who created and introduced the High-Performance Computing Act of 1991', 'Praised something to the skies', 'Takes a ride?', 'Just barely', 'Like some councils and tattoos', 'Billabong Zoo attractions', 'Next up', 'Talks smack to', 'Spat', 'Rapper with #1 albums in 2011, 2013 and 2014', 'Franchise with locations in New Orleans and L.A.', 'Blue symbol of Delaware', 'Source of valuable eggs', 'Having just dropped', 'Relatively cheap iTunes offerings']"
2016-11-19,<module 'time' (built-in)>,Saturday,JEFF CHEN and MARY LOU GUIZZO,"['Skated on thin ice', 'Scrap', 'Blips', 'Square', 'Title for the leader of Chile or South Korea', 'Blip on a radar screen', 'Miss, abroad: Abbr.', 'His gravestone says simply ""PLAYWRIGHT""', 'Counterpart to 24-Across', 'Counterpart to 22-Across', ""It's a must"", 'Precursor of rocksteady', 'Org. featured in 2014\'s ""Cesar Chavez""', 'Dish made with mayo', 'Former minority whip in both the House and Senate', 'It seeks pledges annually', 'App tappers', 'Like neat freaks', 'Hindi for ""palace""', '""A storm\'s a-brewin\'""', 'Logical connector', 'Lady of Camelot', 'Event requiring an S.E.C. filing', 'Cognizance', 'Subj. of the Toxic Substances Control Act of 1976', 'Arabic patronymic part', 'Alternative to a tap', 'Author whose ""Earth\'s Children"" series has sold more than 45 million copies', '""Paul Bunyan\'s toothpicks""', 'Italian sausage ingredient', 'Where East meets West?', 'Pronouncements', 'Military testing grounds and such', 'Had a bad feeling', 'High class', 'Inclination', '39-Across, informally', 'Hardly a piece of cake', 'Name on a range', 'Common microwaveable dish', ""Haiti's ___-à-Vache"", ""Doesn't toss back, say"", 'Lead actress on TV\'s ""Scandal""', '___ juris (of legal age)', 'Deadlock', 'It sold for a penny at its 1851 launch', 'Shade', 'Chose', 'Program whose prospects are looking up?', 'Minus', 'Lip', 'Subject of ""How the Other Half Lives""', 'Rain forest nut', 'Mrs., abroad', 'Something taken in preparation for a trip', 'Decode', 'Old Trans Am feature', 'Olympic event with singles, doubles and team relay', 'Airs', 'Loser of the Drama in Bahama', 'Food chain', 'Salmon seasoning', 'The Beijing Olympics mascot Jingjing, e.g.', 'Like some feet', ""J. M. Barrie's Mr. Smee, e.g."", 'Katey of ""Sons of Anarchy""', 'Net', '___ pearls (tapioca lookalike)', 'A vast quantity', 'North Carolina motto opener', 'Bucko', 'Pirate, e.g.']"
2016-11-20,<module 'time' (built-in)>,Sunday,ED SESSA ,"['Like good whiskey', 'Signed notes', 'They might jump through hoops for you', 'Civil rights activist ___ Helen Burroughs', 'Place for a home pool, maybe', 'Comforting words', 'What Bart Simpson has been since 1989', 'Draw forth', 'One of the Borgias', ""Rap's Salt-N-___"", 'Bad thing to be behind', 'Shame', 'Wham-O toy introduced in 1961', 'Late actor Bill who played Radio Raheem', 'Some break dancers, informally', 'Diminutive suffix', 'Quickly', 'Entice', 'Bit of fiction', 'See 2-Down', 'Blow away', 'Famous crosser of the 12-Down', 'Brisk rival', ""It's easy to park"", 'Euro pop?', ""Baghdad's ___ City"", 'Highway infraction, for short', 'Zuo Zongtang, a.k.a. General ___', '""Vox populi, vox ___""', 'Biblical figure referred to as a ""son of the desert""', ""Blue Moon ___, three-time World Series winner for the 1970s A's"", 'Deletions', 'Famous crosser of the 45-Down', 'Ben who played the Wizard in Broadway\'s ""Wicked""', 'See 62-Down', 'Yes vote', 'Fidgety', 'Separated by a hairbreadth', 'Picked as the one, say', 'Fourth-largest news agency in the world', '""Rugrats"" baby', 'Internet ___', 'Abbr. seen in some dictionary definitions', 'Little more than', 'Flair', 'Bugged?', 'Beseeches', 'Patron saint of soldiers and athletes', 'Mama baaer', 'Put on', '""The Tell-Tale Heart"" author', 'Pale purple shade', 'Like gymnasts', 'Outside: Prefix', 'Spread by light strokes', '""Teach"" at a college', 'Famous crosser of the 90-Down', 'Airline with famously tight security', 'Summoned from the office, say', 'Tenerife, por ejemplo', 'See 86-Down', 'May 8, 1945', 'As well', 'Displaced', 'Civil rights leader Medgar', 'Fidgety', 'Alms recipients', 'Bullpen setting', 'Coral reef predators', 'Grabs before someone else does', 'Famous crosser of the 39-Across', 'Like jumpsuits', 'Ready to be drawn', '7-up, e.g.', 'Partridge family mother', 'Cassock wearer', 'Was creative', 'Employed', '___ truck', 'Earthy color', 'See 43-Across', 'Milk shaker?', 'Letters teachers send to colleges, informally', 'Yossarian\'s tentmate in ""Catch-22""', 'Sound from the Road Runner', 'W.W. II beachhead', 'Hoity-___', 'Wins over', ""Protester's sign"", 'Hunky', 'Commerce pact mentioned in the 2016 presidential debates', 'Surveilled', 'Catcher near the plate?', 'Chivalrous deeds', 'C.E.O. and pres.', 'Puts out', 'Iraq War subj.', 'D.C. nine', 'See 66-Across', 'Jill Stein\'s group, with ""the""', 'Unauthorized withdrawals?', 'Anarchic action', 'Mantra syllables', 'Gives the runaround', ""In one's dotage"", 'Schoolroom with brushes and paint', ""Olive ___ (Popeye's gal)"", 'Famous crosser of the 70-Across', '9mm gun', 'Main character on ""How I Met Your Mother""', 'Pertaining to bones', 'Goggle at', 'Instant: Abbr.', 'Long Island campus', '""Pretty please?""', 'Major theme of Philip K. Dick\'s ""Do Androids Dream of Electric Sheep?""', 'Something observed in church', 'Something observed in church', 'Write again', 'Famous crosser of the 115-Across', 'Damsel, to a knight', 'Register, as for a class', 'See 109-Across', 'Pepsi Max, e.g.', 'Field for Alfred Kinsey', 'Trinity part', 'Supports the Red Cross, say', 'Should that happen', 'Parent\'s definitive ""End of argument!""', 'Opening', 'First Hebrew letter', 'Wilkes-___, Pa.', 'Like windows', 'Used hip boots, say', 'One dishing out digs', 'Name', '""Whip It"" band', 'Actress Saldana', 'Certain cat', 'Yoko from Tokyo']"
2016-11-21,<module 'time' (built-in)>,Monday,JOHN LIEB,"['Taste or touch', 'What eyeglass lenses fit in', 'Drug also known as angel dust', 'Ivy League sch. in Philly', 'Furry creature in ""Return of the Jedi""', 'W. Hemisphere alliance', 'Driving condition in a blizzard', '""Man, that smarts!""', ""Lucy's partner"", 'Not ___ many words', 'Approval from Siskel and Ebert', 'Loosen, as laces', 'Go 4-0 in the Series, e.g.', 'R&B group with the #1 hit ""Reach Out I\'ll Be There""', 'Cockpit info: Abbr.', 'Fairy tale monster', 'Steinbeck\'s ""The Grapes of ___""', 'Shirt that might say ""I\'m with stupid""', '___ of a gun', 'Plant life', 'Mediterranean fruits', '___-pitch softball', 'Amusement park with the Nitro roller coaster', 'Elton John\'s ""Candle in the Wind"" was rewritten to honor her', 'Rodeo rope', '1988 film about the Black Sox scandal', 'Tirade', '___-friendly', 'Western lily', 'How an extreme underdog wins ... or this puzzle?', 'Note between fa and la', 'Fortuneteller', 'What light bulbs represent in cartoons', 'Naval officer: Abbr.', 'Summer drinks', ""Country music's Tucker"", ""___ Q's (Hostess brand)"", 'Fencing blade', 'Character in ""I, Claudius""', 'Michelin winter product', 'Letter holder: Abbr.', 'Bowling alley button', '""If only!""', '___ strip (mathematical curiosity)', 'Compete in the Nordic combined, say', 'Traditional Christmas plants', 'Heinz product', '""Hearts and minds"" military maneuver, briefly', 'Words at the altar', 'Printed defamation', 'Rainy', 'Air kiss sound', 'Supernatural tabloid fodder', 'Canceled, as a launch', 'Blinkers', 'Bird that says ""Give a hoot! Don\'t pollute!""', 'Counterparts of amateurs', 'Bollywood dress', 'Word after income, sales or excise', 'Custard base', 'Canadian gas brand', 'Times New Roman, e.g.', 'Pop with no fizz', 'Actress Christine of ""Chicago Hope""', 'Focus of a yearly shot', '___ Alley, shopping area for Harry Potter', 'Made smile', 'Wipe clean, as a blackboard', 'Cosmetician Lauder', 'Approaches', ""N.B.A.'s Magic, on scoreboards"", ""The Bible's Garden of ___"", 'Aussie greeting', ""Greece's Mount ___"", 'Org. for which Edward Snowden once worked', 'Ignited, as a match']"
2016-11-22,<module 'time' (built-in)>,Tuesday,ANDREW ZHOU,"['Musical talent, informally', 'Drunkards', 'Quite a ways away', 'Rehearsed a piece through from start to finish, in theater lingo', 'When doubled, a South Seas island', 'Mineral in layers', 'Memorable 2011 hurricane', 'When you get it', 'Like yarn', 'Talking horse of 1960s TV', 'Cock and bull', 'Something might be brought back by this', 'Voodoo spell', 'Ashen', 'Dallas cager, informally', 'In working order', 'Marmalade container', 'Mud', '""Where the heart is""', 'Versatile eating implement', 'Decorates, as a cake', 'Scent', 'Knot', 'Most sensible', 'Possesses', ""Max's opposite"", 'Grace ender', 'Eastern or Western, for hoopsters', '""Carmen"" setting', 'The Canadian loonie or toonie, e.g.', 'Meeting point for tailors?', 'Like the four things named in the circled squares', ""Momma's partner"", 'Shoppe descriptor', 'Woes', 'Onetime arcade giant', 'Word before and after ""will be""', 'Casual sign-off in a letter', 'Opposite of 57-Across, to Muslims', 'Cousin of a cobbler', 'One of the Marx Brothers', 'Outdo', ""What's punched into an A.T.M., redundantly"", 'Sault ___ Marie, Ont.', 'Pizza chain found in many food courts', 'Expressed amazement', 'It might involve mutual raising of tariffs', 'Film character who was asked to ""Play it""', 'Capital of Jordan', 'Dark brown rodents with long tails and large eyes', 'Proactiv target', '""Darn!""', ""Mideast's Gulf of ___"", '___ Theater, venue of ""The Phantom of the Opera,"" the longest-running production in Broadway history', '""Haha, u r hilarious""', 'Crack shooters', 'Belligerent Greek god', 'Sweater ___', '""This doesn\'t look good""', 'Coke or Pepsi', 'Old radio show set in Harlem', 'MSNBC\'s ""Morning ___""', ""Garrison Keillor's home state"", 'Trick-taking game with a 48-card deck', '___ Lingus', 'Hand, to Javier', 'Something record-breaking', 'Tour de France sights', ""Carolers' repertoire"", 'Himalayan land', 'Frank who directed ""Mr. Smith Goes to Washington""', 'Kind of client', 'Elitist sort', 'Preppy shirt', 'Bro or sis', 'Musical syllable after ""oom""']"
2016-11-23,<module 'time' (built-in)>,Wednesday,DAVID STEINBERG,"['Fast-food chain known for its root beer', 'Edit menu option', 'Iridescent stone', ""Princess Peach's savior in video games"", 'Musical instrument with a flared end', 'Like N.F.L. games ending in a tie', 'Standard feature of an action film', 'Lakeside Ohio county', 'Something carried surreptitiously into an alt-rock concert?', 'Financing initials', 'The sun', '___ Park, Colo.', 'Perfect truck driver for the job?', 'Company that makes Valium', 'Family man', 'Some E.R. cases', 'Race in an H. G. Wells book', 'Suspicious', 'Palindromic blast', '___ cent', 'Two twos, for one', 'Overly sentimental', 'Female street-racing champion?', 'Tip on a sweatshirt string', 'Note to a creditor', 'Bagel variety', 'Ostentatious member of the Mafia?', 'Piercing place', 'Prime hunting time', 'Filmmaker Ferrara', 'Allocate, with ""out""', 'Full of oomph', 'Sentence structure?', '___ for life', 'Delight', '""The Walking Dead"" network', '""That feels so-o-o good!""', 'Org. for piece keepers?', 'Gossip', 'Quaint lament', 'Ship part spelled with two apostrophes', '""Uh-huh, of course""', ""Amount left in Old Mother Hubbard's cupboard"", 'Animal in ""Home on the Range""', 'Ultimatum ending', 'High military figure?', 'Occur', 'Vichyssoise vegetables', 'Help at the gym, say', 'Salty salad topping', 'Noneditorial magazine worker, informally', '""1984"" worker', 'RCA, for one', 'Sushi tuna', 'Separate', '""What, me worry?"" magazine', 'Nathan Hale, for the Colonies', 'One of a Disney septet', 'Composer Jule', 'Furniture concern', '___ and hers', 'T, on a fraternity house', 'Something hikers take', 'Tight hug', 'Scalp, say', 'Longtime Disney C.E.O.', 'Becomes compost', 'Company whose spokesduck is on Twitter', 'Boston daily', '""Choosy ___ choose Jif"" (ad slogan)', 'Crude letters?', 'Testing stage', 'Skatepark fixture', 'Massage place', '___-out clause', 'Former PBS host with a bow tie']"
2016-11-24,<module 'time' (built-in)>,Thursday,BRIAN J. MACDONALD,"['Male hedgehogs', 'Thoroughbred farm employee', 'Piece of legislation', 'How some stocks are sold', 'Like some mattresses and batter', '""My Orcha\'d in Linden ___"" (classic poem)', ""*Place where kids aren't found now"", ""Food that's cured"", 'Gripe', 'Some investigators, informally', ""Martini's partner"", ""Authoritarian's reason"", 'Baseball feature', '*Whenever', 'Winery output', 'Listing on an athletic schedule', 'Piece of legislation', 'Some classic computers', 'With 59-Across, necessary substitutions, phonetically, for understanding the answers to the starred clues', 'Allele, e.g.', 'Stylized Tesla logo', 'Electrical units', 'All-around Canadian put-down', ""*Air passenger's request, maybe"", 'Spanish dramatist ___ de Vega', ""Stephen Colbert and Conan O'Brien"", 'Tons of, informally', 'Silk dress, maybe', '""Sharknado"" actress Reid', '""Ended, ___ it begun"" (Emily Dickinson poem)', 'See 38-Across', 'Starbucks units: Abbr.', ""The Jetsons' boy"", 'Successfully brings around', '""As if!""', ""Woodworkers' tools"", 'On edge', 'Cartoon title character adapted from a Felix Salten novel', 'First tribe encountered by Lewis and Clark', 'Sleep study diagnosis', 'Stoolies', 'Mrs., abroad', 'Red-carpet looks', 'Viking character', 'Film for which Gregory Peck had the highest-paid performance of his career, with ""The""', 'Black ___', '""I\'ve got this""', 'Happy as a clam', 'Biz bigs', 'Cry on the street', 'Federal investigative grp.', '___ bran', ""Montréal's Île ___ Soeurs"", '___-Ball', 'Collect', 'Collection', 'Some locks', 'Washstand accompanier', 'Commercial lead-in to group', 'Victim of murder one', 'Basic scrutiny', 'One going on foot?', '""More than I needed to know!""', 'Really have at it', 'In theory', 'Derisive laugh', 'Apple platform', 'Cheats, euphemistically', 'What superheroes battle', '1978 Peace co-Nobelist', 'Baskets made from beyond the arc, informally', 'Pert', ""Rock's Kings of ___"", 'Ricelike pasta', 'Historical group of 15, for short', 'On', 'Rock-___, classic jukebox', ""Johnny Reb's org.""]"
2016-11-25,<module 'time' (built-in)>,Friday,PATRICK BERRY,"['Strongly disparage', '4x4, e.g.', 'College building', 'Sore muscle treatment', ""Pentathlete's need"", 'Special fondness', 'Class with a flexible schedule?', 'Drag out of a bed?', 'Versed', 'Nursery purchase', '1958 Chevrolet debut', 'Take stock?', 'Future reporter', ""Teacher's homework"", 'Ward healers, for short', 'Gunpowder containers', 'Prepared statement', 'Pax ___ (century preceding W.W. I)', ""Sewer's edge"", 'Arriving at just the right moment', 'Make it', 'Mutual understanding', '""Genghis Khan"" star, 1965', '""___ West Lips Sofa"" (Dalí piece)', ""Car buyer's option"", 'Early Nintendo competitor', 'Archaeological find of 1974', ""Person who's getting bigger"", 'Hairy one in a Bible story', 'Landing gear?', 'Contract stipulation', 'Expel', 'Meter user', 'Immersive experience', 'Like many an emergency door', 'Difficult situations', 'Open hostilities', 'Showgirl prop', 'Actress Raines of ""Tall in the Saddle""', 'Like most of Mauritania', 'Cello attachment near the bridge', 'Affronted shout', 'Paul or Simon', 'Orlando Bloom\'s ""The Lord of the Rings"" role', 'Spiritless', ""Marathon runner's bane"", 'Unlooked-for results', 'Land beyond the tree line', 'Creamy cocktails', 'Top motion', 'Has every right to do', 'Show piece?', 'Necktie material', 'Thanksgiving side dish, informally', 'It lets you see what you missed', 'Unconvincing response to ""Why?""', 'Numbered vehicle', 'Speaker of the line in 40-Down', 'Dubai, for one', 'Selfishly eager cry', 'Play containing the line ""Good night, sweet prince""', 'Stuff sold in squeeze bottles', 'Fairy tale cacklers', 'Dramatic dance moves', 'Straightaway', '""I\'m impressed!""', '""Dee-lish!""', 'In need of orientation, say']"
2016-11-26,<module 'time' (built-in)>,Saturday,PAOLO PASCO,"['Facebook acquired it in 2014 for $19.3 billion', 'Coffee shop menu adjective', 'Narrator of Broadway\'s ""Hamilton""', 'Dungeons & Dragons class', 'Sci-fi hit whose tagline is ""Bring him home""', 'Core component', 'Japanese honorific', 'Subway alternative', 'Org. featured in 16-Across', '""Pick me! Pick me!""', 'Hit the big time', '___ wrestling', 'Brazilian state capital', 'Religious period dating from A.D. 622', 'Just not done?', ""Drinking game where each bar that's visited is considered a hole"", 'Like 38-Down', 'Locks in place for a while?', 'The orangutan, in ""The Murders in the Rue Morgue""', 'Not at all sharp', 'Like noir detective novels, typically', 'Leaves on the menu?', 'Going by', 'Some farm vehicles', 'Asian appetizer', 'Lead-in to -drome', 'Something seen on cold days', 'Sanders, for one: Abbr.', 'Longfellow\'s ""Evangeline,"" e.g.', 'Stereotypical wear for a crackpot theorist', ""Reggae's Peter"", 'Swedish pop group whose 1994 hit ""The Sign"" was #1 for six weeks', 'Stops waffling', 'In force?', 'See 4-Down', '""You think you\'re soooo funny ...""', 'Playground rejoinder', 'With 1-Down, five-time winner of the British Open', 'Breeze', 'Presidential middle name', 'General Israel of the American Revolution', 'Raised, as a trapdoor', '""Deal!""', 'Sticky treats', 'Search for oneself on Google, e.g.', 'Response to ""Gracias""', 'Stands on the hind legs, in dialect', 'Covered area near the fingertip', 'Kid-lit character with a ""Purple Crayon""', 'River flowing from the Garden of Eden, in the Bible', 'Clobbered, in British slang', 'May honorees, colloquially', 'Cost of fighting?', 'Definitely not a city slicker', 'Country of 180+ million people that has never participated in the Winter Olympics', 'Snackable treat on a stick', 'Ancient playwright who specialized in New Comedy', ""Can't help but"", 'Pound with sound', 'Suddenly attack', 'Chilling', 'Made a bad impression on', ""Stand-up comedian's prop, often"", 'Adolph who coined the motto ""All the News That\'s Fit to Print""', 'Player of oldies when they were newies', 'Birth announcement info: Abbr.']"
2016-11-27,<module 'time' (built-in)>,Sunday,MATT GINSBERG ,"['They often have small tables', 'Base men?', 'Jazzes (up)', '""Back to the Future"" antagonist', 'Stars-and-stripes land, informally', 'Some Great Plains residents', 'Possible destination for un inmigrante, with ""el""', 'Hero', 'Infant + straying = noted coach', 'Less polite + wildly unconventional = epicenter', 'Eye part', 'New pop of 1924', 'Approached apace', 'Pro', 'In Tahitian it means ""good""', 'Urban woe + squirms = pool accessory', 'Untuned, say', 'Halters?', 'Big Ten sch.', 'Delay + dodos = some compromises', 'Adorn brilliantly', ""Birthday girl's wear"", 'Pandora release', 'Del ___ (fast-food chain)', 'Poetic Muse', 'Spa, e.g.', 'Nevada gold-mining town', 'Remain + ""Hmm ..."" = R&B great', '___ season', 'Moved at a crawl', 'Saharan', 'Letter at the end of three other letters', 'Bill producers + Western wear = info for events', 'Lisa, to Bart', 'Big name in root beer', 'Overindulged', 'Sushi go-with', 'Show, informally + African capital = Adonis', 'Social worker?', 'Suck it up?', 'Someone never seen in ""Peanuts""', '___ Minor', 'Yarn', 'Feudal lord', ""Mariners' aids"", 'Pasty + vacation expense, maybe = hospital specialty', 'Court affirmation', 'Radial alternative', 'Was ahead', 'See + umbrella alternative = warming option', 'Minimal diamond margin', 'Lead-in to maniac', 'Santa ___', 'Area to defend', '""My Cup Runneth Over"" crooner', 'Regarding + undercoat = network with 303 stations', 'Day of the month + succeed = some recital pieces', 'Epps of ""House""', 'Kind of chair', 'In years past', 'Vertical', 'Makes it?', 'Prefix with byte', 'The time of Nick?', '___ Chris Steak House', '""Jinx"" breakers of 2016', '""Hold on ___!""', 'Stable arrival', 'Violinist Zimbalist', 'Negev native', 'Evasive', 'Crooked', 'Accomplished everything', 'Green of ""The Italian Job""', 'Director Lee', 'Cat that epitomizes finickiness', 'Many a charity tournament', 'Deeply offended', 'Hollywood, with ""the""', 'Unimprovable', 'The ""F"" in F = ma', 'Results of icy breakups?', 'Finally put an end to?', 'Mrs. Gorbachev', 'Follower of an Alaskan team', '""The doctor ___""', 'Actress Hatcher', 'Last part of the country to report election results', 'Keeps safe', 'Pulls (out of)', 'Resell quickly', '""___ not!""', 'Takes a chance', 'Saharan', 'Curses', 'Recall cause, maybe', 'Computer hookups', 'Chain that sells chains', 'Cheri formerly of ""S.N.L.""', '""The Highwayman"" poet', 'Some', 'Do pretty well gradewise', 'Currently airing', 'What germs may turn into', 'Squeal on', ""Relatives on the father's side"", 'Classic Icelandic literary works', 'Time for una siesta', 'For two', 'Cabooses', 'Some needlework, informally?', 'Art', 'Carter/Brezhnev agreement', 'Absolutely awesome', 'After Rainier, highest peak in the Pacific Northwest', 'Island whose volcanic eruption is rumored to have destroyed Atlantis', 'Simple truth', 'Mend', 'Nasty sort', 'Attention, for some', 'Capital where Robert Louis Stevenson died', 'Verb from which ""suis"" and ""sommes"" are conjugated', 'Anonymous', 'Heavy metal band with 1980s hits', 'Correo ___ (foreign mail stamp)', 'Carrier', 'Move, as a plant', 'Old World lizard', 'Hulk Hogan trademark', 'October option', 'Counterpart of ""stand""', 'Milk container', 'Remote land in the Pacific', 'Familiar with', 'Rendezvous', 'Impress deeply', 'Bygone boomers, for short', 'Org. authorized by the 16th Amendment', 'Spanish she-bear', 'Maiden name preceder']"
