date,solve_secs,day,author,clues
2017-01-11,1161.0,Wednesday,PETER A. COLLINS,"['Infomercial pioneer', 'Tough to grasp', 'Mid-16th-century year', 'Add bling to', 'Cross initials', '18 Louises', '""Enough said!""', 'Apothecary container', 'Historic 2016 Obama destination', 'Scorpion, for one', 'Short and thick', 'Ball of yarn', 'Turns on, as notifications on a smartphone', 'In the past', 'Farmworker in a Millet painting', 'Suffix with ranch', ""Mickey Mouse's dog"", 'PC drive insert', 'Lacoste product', 'Spanish baths', 'Three or four', 'Jazz singer Carmen', '___ strike', 'Cousin of FWIW', 'Broadcast time', 'Like all primes except 2', 'Inflation-adjusted econ. stat', '""Gute ___"" (German bedtime words)', 'Not in a knot, say', 'Accepts', 'Moscow news source', 'Object of admiration', 'Food Network host Brown', 'Rent-___ (security guard)', 'Clean, in product names', 'Attack on a walled city, maybe', 'Light beam bender', '""I had no ___!""', 'First Canadian M.L.B. team', 'Music often heard in Bollywood films', 'Concern regarding a litter box', 'Absolutely nobody', 'Co-discoverer of the contents of the circled letters', 'Constantly moving', 'What ""to forgive"" is', ""Children's author Blyton"", ""Baseball's dead-ball ___"", 'Pale lagers', 'Ernie Banks, to fans', 'With 55-Down, form of the contents of the circled letters', 'Ad-___', 'Close of a parental veto', 'Zilch', 'Poi base', 'Prefix with -morphic', 'Smartphone download', 'Mop & ___', 'Spotted at the prom, perhaps?', 'Lead-in to boy or girl', 'Spray-paint, say', 'Port city at one terminus of the Appian Way', 'Org. whose magazine was once called Modern Maturity', 'Fitbit datum', 'One may be bitter', 'Enter an altared state?', 'Pet store purchase', 'Death', 'Like winters in Antarctica', 'Highish bridge combo', 'Co-discoverer of the contents of the circled letters', ""East ___ (Norfolk and Suffolk's locale)"", 'Cigarette stat', 'Talks like Sylvester', 'See 11-Down', 'Top-shelf', 'Deli option', '___ place', ""Junior's senior""]"
2017-01-12,871.0,Thursday,JOE KROZEL,"['Route follower', '___ Conference', 'Word following 1-/4-Across, appropriately', 'Not clued in', 'The scandal of Watergate, essentially', 'Its distance is measured within a meter', 'Japanese flower-arranging art', 'Going ""Huh?!?""', 'Pours a certain way', 'Brewing need', 'Subject of some prep classes', 'Vents frustration', 'Some piano music', 'Edwin M. ___, war secretary under Lincoln', 'Slipped by', 'Government stance on texting while driving', 'Santa ___', 'Word following 35-/36-Across, appropriately', 'Throw on the floor', 'How things typically are', 'Lamebrains', 'Fruity libation', 'Give meds', 'Ones attending to patients, for short', 'Tiny bit', 'Pity evoker', 'Called from a stall, say', 'Sequentially', 'What you might accidentally try to put your head through when getting into a sweater', 'Antacid brand', '""Dude!""', '___ doll', 'Words following 61-/62-Across, appropriately', '""___ how?"" (words of disbelief)', 'Spanish article', 'Instrument in swing', 'Entree in a shell', 'Some are named after presidents', 'Something a shopaholic might be in', 'Biting', 'Put a finger on, in a way', 'With, to Renoir', 'Onetime CW sitcom', 'It could carry a tune in the 1950s', 'Big brand of sports equipment', 'Savage', 'Walloped', ""Subject of an old wives' tale?"", 'Its postal codes start with K, L, M, N and P - but, oddly, not O', 'Well-known octet', 'Old video game maker', 'Coffee shop offering', 'Hitches', ""Times when musicians don't play"", 'Leader of the pack', 'Ancient physician', 'Pulling a prank outside a house', 'Out of bed, in a way?', 'Cleaned just before drying', 'Atomic clock components', '""Well, I guess""', ""Marketer's start?"", 'Gulf of ___ (waters off the coast of Djibouti)', 'Voice-activated assistant', 'Like Mr. X, but not Malcolm X', 'Dummy', 'Where annoying things stick', 'Arrest', 'Foozle', '""If you ask me ...,"" in texts']"
2017-01-13,1391.0,Friday,ANDREW J. RIES,"['After the hour', 'Lou who wrote ""Exporting America""', 'Plague, with ""at""', 'Instrument with a bent neck', 'Key', 'Defraud, in slang', 'Very much', 'Recreational sites not designed for walkers', 'Is a bad loser, say', 'Family name in Sir Walter Scott\'s ""The Bride of Lammermoor""', 'Fr. title', 'Zimbalist of old TV', 'One of the renters in Steinbeck\'s ""Tortilla Flat""', 'Founder of the American Shakers', 'Sweet pitcherful', 'Important word to a marriage counselor', ""New homeowner's feeling, maybe"", '@fakechucknorris, for one', 'Diorama, maybe', 'Updated art?', 'Wrap (up)', 'Things to do after dinner', ""Painter's primer"", 'President who said ""If you want to see your plays performed the way you wrote them, become president""', 'Secret ending', 'Word before or after state', 'Ricoh rival', 'They\'re ""family""', 'Pride : lions : parliament : ___', 'God for whom a weekday is named', 'Real stinker', 'All-nighter, maybe', ""Like high school and college students of the '80s-'90s, e.g."", 'Competitive and outgoing, say', 'Views', 'Bank deposit', 'Fall', 'Record stat for major-leaguer Rickey Henderson', 'Running event', 'Slam', 'Title role in a 1993 film ... which sounds like a prize the film won', 'Unimpressed', 'Character who dies at the end of ""Little Women""', 'Editorial reversal', 'Burkina Faso neighbor', 'Here-there connection', 'Require (of)', 'Jazzman Montgomery', 'The first one was a modified Ford D-Series truck', '""Toodles""', 'What a meow may mean', 'Grammy-nominated 2011 Lady Gaga album', 'Aphrodisia', 'Dug stuff', 'Bonus upon signing, e.g.', 'Adjudicate', 'George Dickel product', '___ and violins (music pun)', 'Some French votes', 'Without any filler', 'Newsstand offering, informally', 'Change with the times', 'Intuits', 'Big name in shapewear', 'Start to malfunction', 'Author with a restaurant at the Eiffel Tower named for him', 'Like Hansel and Gretel in the forest', 'Bead producer?', 'Part of the works', '""How Sleep the Brave,"" e.g.', '28-Down, e.g.', 'Handle preceder']"
2017-01-14,1401.0,Saturday,ANDREW KINGSLEY,"['Back in', 'Golf or tennis lesson topic', 'Time Lords, e.g.', 'Kimchi solution', 'Something that may help control the border?', 'Shop item', 'Roast figures', 'Anchovy or sand eel', 'Same old', 'Fix permanently', 'X factor?', 'House flip, e.g.', 'Very loud', 'Celebrity ex of Bruce and Ashton', 'With 26-Down, bit of winter fun', 'Really hot', '1978 Nobel sharer', 'Requisite', 'Like some extreme diets', ""Part of a Guardian Angel's attire"", 'Roast figures', 'Comic who was the 2012 presidential nominee of the Peace and Freedom Party', 'Bangkok banknotes', 'Join the club, in Canterbury', '""Either way works for me""', 'Mother of the wind gods', 'One of two in a tournament', 'Cousin of ibid.', 'Run', 'Follower', 'Davis of ""The Accidental Tourist""', '""Shh!""', 'Mock wedding setting in Shakespeare', ""Words before a business's date of establishment"", 'Bracket position', 'Person on a quick vacation, maybe', 'Carpaccio, e.g.', 'Tiny orbiter', '50-50, e.g.', ""Like the lower half of Haiti's flag"", 'Georges', 'Game with an official called a stickman', 'It ""paralyzes life,"" per Martin Luther King Jr.', 'Tools descended from alpenstocks', 'Warrant, e.g.: Abbr.', 'They often turn knees green', 'Initiation, e.g.', 'Yoga class directive', 'Like bananas in banana splits', ""Like the upper half of Haiti's flag"", 'Cockamamie', 'Free from', 'See 29-Across', '""Wowser!""', ""Topper for Chaplin's Tramp"", 'Parcel portion', 'Org. concerned with some labs', 'Thrill during an excavation', 'Bond seen in ""Wayne\'s World""', 'Obviously Catholic person, in a snarky rhetorical question', 'Ending with gun or mud', 'Manure byproduct', 'Coulomb per second', 'What coastlines may do', 'Perfectly', 'N.B.A. coach Van Gundy', 'Was lousy', 'Put one over on', 'Instead', 'Blood group?']"
2017-01-15,1814.0,Sunday,JOEL FAGLIANO ,"['Kind of kick', 'Product of evaporation', 'Apple product', 'Keep in', 'Brunch menu heading', 'Parts of college courses', 'Sources of stress for many modern workers', 'Utopia?', 'Part of the Dept. of Transportation', 'Channel buildup', ""Packers' grp.?"", 'Old tabloid fodder', 'Piece still under consideration for a magazine?', 'Org. concerned with water quality', 'Balsa or balsam', 'Budgetary excess', 'Signal meaning ""no disease on this ship""', 'Hurt sharply', 'Workers in some labs, informally', 'Interminable task', '""___ Must Die"" (Claude McKay poem)', '""Village"" newspaper that\'s namby-pamby?', ""Bull's urging"", 'Fashion guru Tim', 'Behave', '___ of reality', 'Admitted (to)', 'Jacket material', 'Percolate', 'The ""kid"" in ""Here\'s looking at you, kid""', 'Kia model', ""Common flower that's poisonous to eat"", ""Santa's nieces and nephews?"", 'Indiana Jones trademark', '___ department', 'Uber-owned company that makes self-driving trucks', 'Agreement', 'Result of a year-end review, maybe', '""That so?""', 'Also-ran for the golden apple, in myth', '""I don\'t reckon""', 'Home to Weber State University', ""Obama's signature health law, for short"", 'Like shoppers worrying about getting the right gift?', '___ pad', 'Top', 'Scheduled to arrive', 'Like kitsch', 'Fleet for many a commuter airline', ""Doctor's orders, for short"", 'Japanese soup', 'Specimen, for example: Abbr.', 'Jailhouse?', 'Prohibitionists', 'Craggy peak', 'Several CBS dramas', 'Short, for short', 'The Prada that one really wants?', 'Part of a postal address for a G.M. plant', 'Thomas of the N.B.A.', ""___ Aquino, Time's Woman of the Year in 1986"", 'With 113-Down, product of flax', ""Miners' aids"", ""Women's fashion magazine"", 'Warning before lunging', 'Genre for TV\'s ""Stranger Things""', 'First name in late-night', 'Unseemly', 'W. Coast air hub', 'When tripled, symbol of evil', 'Toddler garment', 'Amber, e.g.', ""Hand-held dish that doesn't crunch"", 'Outback animal', 'Blue Cross competitor', 'Muddy mixture', 'Makes fizzy', 'Network standard for smartphones, for short', 'Recipe abbr.', 'Time to go home', 'Skinny', 'Truck driver?', 'And so on: Abbr.', 'Alphabet string', 'Panegyric', ""Boater's wear"", 'Is off', 'Foul-smelling', 'Set of principles', '""Will ya look at that!""', 'Kind of computing', 'Foe of the Cheyenne', 'Something set in a meeting', 'Insect that spends its larval stage inside a fruit', 'Hot tubs', 'Knight club', 'Car company that owns SolarCity', ""Golfer's need"", '""There it is!""', 'Grand', 'Source for ""Book of the Marvels of the World,"" circa 1300', 'Chinese philosopher Mo-___', 'Part of a club selling clubs', 'Well-ventilated', 'After ___ (to some extent)', ""'Fore"", 'HBO political satire', 'Non-prophet group?', 'Sch. in Knoxville', 'Dowdies', 'Cafe', 'Nickname for a Gilded Age businessman with a penchant for jewelry', '""In Trump We Trust"" author, 2016', 'Distillery item', 'Not we', '""That deep, blue, bottomless soul,"" per Melville', 'Lacks', 'Part of un jour', 'Ghost story?', 'Most fit', 'Awkward time at family movie night', ""New York City's ___ River"", 'Almost falls', 'Amps, with ""up""', 'Vehicle at a ski resort', 'Light cotton fabric', 'Wild', 'Long arm', 'Covered in frost', 'Pass over', 'Gather', 'See 123-Across', 'Troop grp.', 'Roll call response in une école', 'Wernher ___ Braun', 'Scale note', 'Dutch financial giant', 'Govt. org. that offers a monthly ""Puzzle Periodical""']"
2017-01-16,654.0,Monday,JOHN WRENHOLT,"['""Penny Dreadful"" channel, for short', ""___ Longstocking, girl of children's literature"", ""Poet Robert who spoke at J.F.K.'s inauguration"", 'Highly classified', 'Like four-leaf clovers, supposedly', 'Somehow', 'Nut popular in ice cream', 'Apparatus pulled by oxen', 'Have a mortgage, e.g.', 'Intestinal fortitude, informally', '""Ah, now it\'s clear""', 'Play about Capote', 'Walkie-talkie', 'Something that may be hidden behind a framed picture', 'Mixes', 'Ancient Peruvian', 'Stairs', 'Eye part with the iris', 'Odor', 'Table tennis', 'Rare occurrence on ""Jeopardy!""', 'Prop for a golf ball', 'Sheet on a mast', 'Co-ops, maybe: Abbr.', 'Abbr. before an alias', 'Pizazz', 'Nut-bearing tree', 'Completely ... with a summation of 17-, 30- and 47-Across', 'Larsson who wrote ""The Girl With the Dragon Tattoo""', ""Sign of a beaver's activity, maybe"", 'Exams', '""Alas ...""', ""Dove's sound"", '""Halt!""', 'Sharpen, as skills', 'Grp. that includes Iraq and Qatar', 'Alternative to bubble wrap', 'Slippery, as winter roads', 'One who gives tips (and gets tips?) at a country club', 'Arrested suspect, informally', ""Roma's country"", 'Daisies and dahlias', 'Sign of a well-worn trail', 'Eight: Sp.', 'Polling bias', 'Lebanese city that was once the center of Phoenician civilization', 'Lavish party favors', 'Inquisitive', '""___ the night before Christmas ...""', 'Cushiony', 'Readily accept', '1960s dance craze', ""Cowboy's workplace"", 'Stomach woe', 'Given to crying', ""Golfer's gouge"", '""Goodnight"" girl of song', 'Missouri river or tribe', '10 things in an Olympic swimming pool', 'Falafel bread', 'Scissor cut', 'Lipton products', '""Hop to it!""', 'Thin but strong', 'Most-wanted groups for parties', 'Transmitted', 'Aide: Abbr.', 'Toy on a string', 'W.W. II foe', 'Other: Sp.', 'Common Core dept.', 'Duck-hunting attire, informally', 'Syringe, for short', 'Freshly painted', 'British ref. work', 'French seasoning']"
2017-01-17,832.0,Tuesday,TIMOTHY POLIN,"['When Polonius says ""Brevity is the soul of wit""', 'Tusked beast', 'Kind of threat', 'Swoon', 'Alan who played Captain Pierce', 'Essential point', 'Agonizes (over)', 'With 61- and 37-Across, famous line by 53-Across in [see circled letters]', 'The ""E"" in HOMES', 'Nubian heroine of opera', 'Family member who was probably adopted', 'Hairstyle for 53-Across, colloquially', 'Place where trials are conducted', 'Hitting blackjack after blackjack, say', 'Michelangelo masterpiece', 'A few', 'See 18-Across', 'Ambience', '""Same here!""', 'Is victorious in', 'Swindles', 'Iconic role for 2-/51-Down', '""What have we here?!""', ""Knock 'em dead"", 'Online crafts seller', 'See 18-Across', 'Like old, neglected sweaters, maybe', 'Renaissance Faire instrument', 'Sign of things to come', 'Tree-lined walkway, in France', 'Make slo-o-o-ow progress', 'Concealed mike', 'Entitled sorts?', 'Influence', 'With 51-Down, late, beloved actress', 'Certain marketing gimmicks', 'Hell-bent (on)', '""___ a trap!""', '""Harrumph!""', 'Brand of artificial fat', 'Deal with a broken teleprompter, say', 'Rae Sremmurd, e.g.', 'Makeup of the planet Hoth', 'Nosedive', 'Squeak stopper', 'Turnoff for drivers', '""Doctor Faustus"" novelist Thomas', 'Mont Blanc, e.g., to locals', 'Cripple', 'Heeds', 'Merit badge displayer', 'Figure on an Aussie Xing sign, perhaps', 'World Series official', 'Formerly named', '""___ late!""', 'Tennis champ Agassi', 'Deviate during flight, as a rocket', ""Non's opposite"", 'Coffee container', 'Speak with a gravelly voice', 'Amy Adams\'s ""Man of Steel"" role', 'Puppy sounds', 'British derrière', 'So far, informally', 'Chant after a fútbol goal', 'In fine ___ (healthy)', 'See 2-Down', 'Agree to a proposal', 'Country singer Judd', 'Modern lead-in to space or security', 'Real head-turners?', 'Drag', 'Not deceived by', 'Beer barrel', 'Having four sharps', 'Reference in ""Treasure Island""']"
2017-01-18,519.0,Wednesday,MATTHEW SEWELL,"['Scanned bars, for short', 'Roundup targets', 'Cries from bleachers', 'Word in Brazilian city names', '""Game time!""', 'Not suitable', 'Platform sandal feature', '""Next year in Jerusalem"" meal', 'Blast from the past', 'Jon with the 1992 hit ""Just Another Day""', 'Forever and a day', 'Boyfriend after a breakup, perhaps', 'Classic Jaguar', 'Bert who played the Cowardly Lion', ""Klutz's utterance"", 'Render a verdict', 'Bard of Gaelic legend', '___ Chihuahua (tiny dog)', 'Novelty shop buy', 'High point', 'Soho send-off', 'Actress Arthur of ""Maude""', 'Space Invaders and Asteroids, for two', 'Airport rental', 'Neil Patrick ___ of ""How I Met Your Mother""', 'One-eighty', 'Dance around, as an issue', 'Dynamic basketball sequence represented by the starts of 17-, 23-, 30-, 40- and 49-Across', 'Find new tenants for', '""Ran"" director Kurosawa', 'Texter\'s ""Didn\'t need to know that""', 'Abysmal score', 'Persian Gulf emirate', 'Census datum', 'Kind of port for a flash drive', 'Inept boxers, in slang', ""Hipster's quality"", 'Collaborative online reference', 'Anesthetic of old', 'Language suffix', 'Female caribou', 'TV show on which ""The Chanukah Song"" debuted, informally', 'Like a fully cooked soufflé', 'Not based on fact or research', ""Tried one's luck"", 'Floored it', 'Cafeteria stack', 'Components of some I.R.A.s', '___ du Québec (police force)', 'Comic-Con, e.g.', 'Ancient times, in ancient times', 'Do a job at the checkout aisle', 'Resistance unit', 'Fries or slaw, usually', ""Musician's tip collector"", 'Joins forces (with)', 'Like rarer blood types: Abbr.', 'Song-and-dance shows', ""POTUS in Twitter's @POTUS, e.g."", 'Exam with a max score of 1520', '""Ka-POW!""', 'A/C measure', 'Place for a grandchild, maybe', 'One of the 12 tribes of Israel', 'Labor organizer Cesar', 'A pep talk may boost it', 'Connect with', 'Kama ___', 'Ill-tempered mutt', 'Rope tow alternative', ""Website's help section, briefly"", 'Rap sheet letters', 'Gather dust', 'Cereal made with a ""puffing gun""']"
2017-01-19,1385.0,Thursday,JACOB STULBERG,"['Blows', 'Like some R-rated movies', 'Top secrets?', 'Plant with fragrant leaves', 'Most pretentious', 'Ingredients in a Jamaican stew', 'School basics, informally', 'Ability of some of the heroes on NBC\'s ""Heroes""', '___ Aviv', 'Trim the fat', 'Planes, old-style', 'Word before or after Alexander', '___ piece', 'Mine, e.g.', ""Kidder's cry"", 'George who sang ""I Want Your 7-Down""', 'Lottery ball containers', 'Liability for a political candidate ... as depicted four times in this puzzle?', ""Bill Haley's backup band"", 'Blu-ray forerunner', '""True Detective"" airer', 'Swab', ""Sister company of Applebee's"", 'Native-born Israeli', 'Ring', 'Kiss ___', 'Looks for ganders, e.g.: Abbr.', 'Wash. neighbor', 'Modifier on a dessert menu', 'You might empty it into a bucket', 'Gives a new handle', ""Leader targeted in 1989's Operation Nifty Package"", 'Visit', 'Cloth insert', 'Celebrity', 'Awful', 'Public relations effort', 'Economic benchmark, briefly', 'Retain', 'French possessive', 'See 30-Across', 'Groening who created ""The Simpsons""', 'Actress Hagen', 'Musical intervals from F to B, e.g.', 'Travel sci-fi style', '""Count me in!""', 'They present hurdles', 'Cork opener?', 'Title that anagrams to another title', 'Satirist ___ Baron Cohen', 'Sched. listings', 'Worked (up)', 'Stretch (out)', '""Coronation ___"" (Elgar composition)', 'They bring speakers into classrooms, briefly', ""___ Mook, Hillary Clinton's 2016 campaign manager"", 'Flock leaders', 'Place to come in from the cold', 'Asiago alternative', 'Patterned fabrics', '""The most unexpected of all things that happen to a man,"" per Leon Trotsky', 'Do unseriously', 'Many a monument', 'Source of the Amazon', 'Plot', 'Actress Susan', 'Part of the works', '""___ the Voice of the Lobster"" (""Alice\'s Adventures in Wonderland"" poem)']"
2017-01-20,1376.0,Friday,ANGELA OLSON HALSTED,"['""The Great"" or ""the Terrible""', 'Have more stripes than', 'Yankees closer Rivera', '""Not gonna happen!""', 'Senselessness', 'Authentic', 'Like pork pie and clotted cream', 'Femme with a halo', 'Hustle', 'Eponymous physicist Ernst', 'Training tally', 'John with an Oscar', 'Bewildered', 'Turnpike ticket listings', 'Best Actress nominee for ""Philomena,"" 2013', 'Sorority character', 'Better adversary to deal with, in a saying', 'Unlikely husband material', 'Looks like a 41-Across', 'Name on an excavator', 'Old blacklisting org.', 'Brownies with cookies, maybe', 'Fostered', 'Turnovers, e.g.', 'Absorb', 'Activate, as a wah-wah pedal', 'Husband material', 'Genre for Ladysmith Black Mambazo', '1984 biography subtitled ""The Man, the Dancer""', 'Royal Stewart and Clan Donald', 'Bugs', 'Needs blessing, maybe', 'They play just north of the Ravens', ""Queen's longtime record label"", 'Postal sheet', 'Only remaining home of the Asiatic cheetah', 'Sound repeatedly heard at a wedding reception', 'Flags down', 'Decoy', 'Little green men', 'Has way more than enough, for short', 'See 50-Down', 'Approximate end of a rush hour', 'Like some census data', 'Spot for spirited worshipers', ""Cape Ann's area"", ""It's capped and often slapped"", 'Something to enter with a card', 'TV character who fronted as a waste management consultant', '[Gag!]', 'Aid in clearing the air', ""Apartment that's a second home"", 'No-frills: Abbr.', '""Junior"" or ""senior"" mil. figure', 'Like some stalled vehicles', 'French seasoning', ""Ginnie Mae's dept."", 'One who might drug a boxer', ""___ Mo', three-time Grammy-winning bluesman"", 'Hoffman won Best Actor for playing him', 'Chief flight attendant', '1967 Cold War suspense novel by 9-Down', ""Florence's ___ Palace"", 'Scores of these may plague high schoolers', 'Less than slim', 'Chat, across the Pyrénées', ""Setting of Sisyphus' perpetual rock-pushing"", 'Almond or pecan', 'Additions after closings, in brief', 'One of three for Sisyphus?']"
2017-01-21,1451.0,Saturday,JAMES MULHERN,"['Popular playground pastime', 'Pacific demonstrations', 'News source with a ""For the Record"" feature', '""Oh yeah!""', 'Remarkably rapid', 'Overall', 'Producer of boxing rings', 'City in Central Macedonia', 'Permanent marker', 'Violinist Kavafian', 'Looks down', 'Actress Campbell', '""Dear ___"" (""Double Fantasy"" song)', 'Actress Thurman', 'Charles who starred in the 1938 drama ""Algiers""', 'Slightly', 'Prized game fish', 'He played Ant-Man in 2015\'s ""Ant-Man""', 'Place', 'Come out on top', 'Betraying extreme embarrassment', 'Prepare, as some Mexican food', 'Movie-archiving org.', 'Bulbous perennial', ""Women's issue?"", 'Series finale', 'Partner of 9-Down', 'Downwind', 'What small cranes may produce', 'Tourist haven with the capital Denpasar', 'Home to the Zapotec people', ""Politician's accessory"", 'Letter closing', 'Share confidences with', 'He wrote ""Lust\'s passion will be served; it demands, it militates, it tyrannizes""', 'Warm, inviting facial feature', 'Camp classic', 'Words of understanding', 'They result in very fast response times', '""Superhits of the Superstars"" label', 'Reaction from a tough crowd', 'Seller of TV and magazine spots, informally', 'Knocked senseless', 'Oration location', 'Partner of 50-Across', 'College just north of New York City', 'Squirt', '""Nice going, jerk!""', '""Far less than that""', ""Longhorns' rivals"", 'Blocks, e.g.', 'Common beach policy', 'Works of a lifetime', 'Imported wheels?', 'Xmas, for Jimmy Buffett', 'First name in infamy', 'It may be labeled ""XXX""', 'Install, as software before shipping', 'Software event', 'Sorry', '2013 World Series M.V.P., to fans', 'French motto part', 'Restaurant with a ""playful"" name', '""How ya holdin\' up?""', 'United base', '""Dumb and Dumber"" drive destination', 'Looped in, in a way', 'Midnight, e.g.', ""Seat of Missouri's Douglas County"", 'Appropriate answer for this clue']"
